content,score,categories,sentiment
"Please upgrade your app. Stop playing around with people's time and money. Telling a customer that their ride ETA is 9 mins, when the reality is 20+mins is unacceptable. And its the app's fault! There is no way the diver could have physically reached in the time the app said. When customers have to spend more time waiting then the ride itself, they might as well just take public transport. Since that's how long the total wait+trip took.",1,negatif,0
"Most useless app ever. And no, do not give me the reply to go to your app to seek ""help"" because i have been doing that and all i get is the same reply. You can't even fix a simple issue and customers have to suffer. You've already cheated me of my money. Therefore I'm never gonna use this app again.",1,negatif,0
"This is the terrible transportation apps I ever see. Waiting time can up to 17-20mins, demand fare is do terrible unreasonable fare.i just feel waste of time using this apps now.last time gojek is good but now it's time to delete the apps.when come to driver attitude complain no action taken and update. Highly not recommend apps for now.",1,negatif,0
"Why your camera feature for verifying GoPay plus is so dark? And I'm definitely in a place with good lighting. I can't even properly take a selfie for the verification. And I can assure you that my cameras is not broken. It works for OVO btw. Ask the guy who added this feature to fix this please. And why the QA didn't even discover this before release?? My phone is using API level 25, and don't ask me to upgrade that, it's the dev job to make this app works in a range of API level.",1,negatif,0
"Location service haywire, driver's arrival time not accurate, wasn't informed I would get cancelled on, got charged 4 bucks without any form of extension when I'm in a rush. Wow.",1,negatif,0
"Horrible customer service. Avoid at all costs. Edit: This review comes AFTER I have contacted your unhelpful customer support. So please stop pretending that you guys are actually trying to solve the issue. Your driver took 1.5 hours to complete a 30min ride, resulting in me being almost an hour late for an important dinner. Yet you refuse to even refund the trip. I have already uninstalled the app and won't be using your services again.",1,negatif,0
"Price gouging to unimaginable levels, GPS so faulty these days that drivers pack at the wrong side of the road. What used to be reasonably priced and responsive now is bloated.",1,negatif,0
"Can't open the app, always crashed and forced close. Please fix this. Vivo z1 pro user",1,negatif,0
"Laggy, all the price is more expensive here compared to other app. Dont bother to use it.",1,negatif,0
"I have been using this apps for years and I got Anak Sultan status which shows how often I use this apps. Suddenly just few days ago I cannot use it anymore, it says server busy. I try to ask the customer service and the solution given is that I should change handphone which does not make sense at all. I am using Samsung Note 9 and it's like they are saying to be able to keep using this app I need to buy a new phone?! So dissapointed, it is like they don't appreciate old customer.",1,negatif,0
"When I top up gopay balance 100k, normally I use soon. But on that day, I just wanna top up and use next day. You know what? At 10 pm I got notification lost my balance 64k for app I don't use it. I check email, no payment or buy something. I send email TWICE to cs, they inform me to email google. And I did. Google says can't process my case, so I still lost my balance. I wait 5 days for google but gojek closed my ticket in 2 days. I reopen and text them back, still in 2 days case closed. Nice",1,negatif,0
Seriously one of your driver never go to the pickup point and want me to go so far away to aboard his vehicle plus I get extra charge due to late aboard and cancel on me when I already reach this is really ridiculous. Thank you gojek for your experience I feel this will be my last using your app.,1,negatif,0
"Telling me to call them because there's a problem with my account. They can't tell me what it is, then tell me it's fixed, but still telling me to call...which takes a lllooonnnggg time...FRUSTRATING Still don't know if they're still looking at it...communication via app and email is terrible...I've got no idea what's going on",1,negatif,0
Hopeless with their customer care. No one reply to the ticket raised and call center no is useless as it direct back to the app even for accident relate matters. Please avoid using them.,1,negatif,0
"Had 2 Drivers cancel straight in a row without any notification eventually causing me to be late. Feels like there are no consequences to their cancellation, reducing efficiency and reliability.",1,negatif,0
"I have an error that says ""unable to load price"" i have used it the previous day and it was working fine but now it has completely stopped me from buying food and groceries stuff, its also frustrating because i have just topped up gopay, please help me out because i want to order food :((",1,negatif,0
"Did not received top up, already complain , give proof transaction history, no solution too , bad 👎🖕",1,negatif,0
"Lousy service, grab driver cancel order i must pay 4 dollars fine. So disappointed.",1,negatif,0
Too many canceled rides.,1,negatif,0
"U should have deleting button on chat. Why u got hiding prices when ordering the food. The price is always 10k more when check out and 3k for pay the platform every transaction. Dude, u just getting so much greedy.",1,negatif,0
Customer service can't help anything,1,negatif,0
Lousy driver Didn't get the odd-even regulations. In other cities like Bandung many of the driver using bot to manipulate the system. It didn't move at all.,1,negatif,0
Unexplainably ban my device from using ride and food services. Cust. Service is not giving helpful explanation either.,1,negatif,0
you cant stack voucher in gofood anymore and thats my only purpose to use this app :(,1,negatif,0
"Can't cancel the order. Even when the restaurant said they out of stocks. I tried to use ""need help"" feature and i got a ticket, but nothing happen the order still not canceled. . . . App and restaurant forced me to buy something else",1,negatif,0
"Very bad service, not considering people who use gojek for long time Fix your service!!!",1,negatif,0
After update the app. My phone keep overheating while using this app! Please fix it.,1,negatif,0
"I frist time using this app than i try it come pick up point in hotel royel so the driver come buti went in the driver tell me i didn,t change the location i say i don,t know how to change nevermind i tell him where to go but he say i can,t go i didn,t change the location it make me so mad and angery than he say mast pay him or else the company will cut his salary i feel like give him a slap but i can,t if i do this i will be caught.it makes be do mad.",1,negatif,0
UTTERLY RIDICULOUS. Very low chance of getting any actual drivers especially if you're aiming for metered pricing. Prices are almost double of what they used to be for ALL their services. Except there's no QUALITY for these services.,1,negatif,0
"""Violated"" their policies, now they suddenly disabled ability to make orders. Support suggests to use other device. Stay away from this app.",1,negatif,0
waited driver for more than 30 mins driver stationary,1,negatif,0
Account suddenly frozen. Never shared account/ device with someone else. Never logged in another device. What gives 🤮,1,negatif,0
"Stupid gofood, have no time to cancel order, while I accidentally made an order because my cart wasnt popout",1,negatif,0
"I cannot login to my registered number, after submit phone number, the button always displayed loader all the time. I was reinstall and clear data",1,negatif,0
Absolutely no promos and no way of getting them,1,negatif,0
"Your help desk is poor, not helpful at all!!!!!!",1,negatif,0
"1. This app isn't working properly 2.have to update again even though it's been updated 3.if give more money, the drivers never give change 4. Have ordered didn't arrive until the destination dropped in the middle of the road",1,negatif,0
"Way to expensive, 30% delivery fee for food is way too much.",1,negatif,0
Driver was stuck for more than six minutes so I cancelled. Not my fault. Don't u think before charging penalty. Out right cheating,1,negatif,0
"Strange,, i can't remove item in gofood cart..",1,negatif,0
"Terrible customer service. Very high spend client, zero response",1,negatif,0
WHY YOUR DRIVER CAN CANCEL MY ORDER WITHOUT NOTIF. VERY BAD APPLICATION.,1,negatif,0
"Often waited for a long time then driver ""cancels"" when they get better offers or don't feel like it (incl. Bluebird). They asked and waited the customers to cancel which waste time instead of them just cancelling from their side, or just stray to a different location like hotel or mall and stay idle there. They dont want to initiate the cancellation and rejected multiple calls purposedly. And the whole app virtually doesn't have a customer service. No way to reach if there's any problem.",1,negatif,0
"When i open my gofood, it contains lot of promo but i must use gopay to use it. Then i recharge my gopay and suddenly the promo vanished. Its not recomended use this app, it will cheat you with fake promo so you recharge gopay and the boommmm the promo dissapear.",1,negatif,0
Driver hasn't reached but indicated arrived charge me waiting fee 2 days.,1,negatif,0
Driver managementnya perbaiki,1,negatif,0
1. App has no feedback option. 2. Drivers can cancel on you without penalty,1,negatif,0
Edited the review as the treasure options are all trash. It used to have like 10k cashback on Goride and 30% Gofood discount. Now all the options are useless. Disappointed for having tried too hard to keep my Anak Sultan tier.,1,negatif,0
"For the love of God, please make finding the driver faster specially when the rain already stop!!!",1,negatif,0
This ap is convenient but terrible at driver management,1,negatif,0
"Book gojek for work, because im late.. and yet 3 car cancel on me even when there are already near.",1,negatif,0
"Poor app. After I ordered and payed with card my dinner, the delivery guy had to deliver my order in a heavy rain, I found my food and beverage mixed up in the bag so I did not take it. After contacting the gojek customer service, find I found out that it's all AI, there is no one helping with these kind of problems. Obviously they didn't revert my money after I sent pictures about that situation that I got in the bag. If you can do, do not pick delivery bc u never know, go after your food.",1,negatif,0
"i can't login, after i click login after entering my phone number, it just stuck there and after 2 attempt doing that, it says rate limited and i have to wait for 60 minutes, how stupid is that is?",1,negatif,0
"Security issues; a trip was booked from somewhere else while i was working to another camp without my knowledge, which is either a fked up technical issue or i just got hacked in gojek.",1,negatif,0
"I cancelled before any driver take my order as I really need to rush and I am sure it was still searching for driver when I close the app.Suddenly pop out a driver with cancellation.Then charges me $4 for cancelling.Please la I do not want $4 dollar voucher, I want my money refund back to me.",1,negatif,0
Useless help desk. For 2 weeks couldn't restore my account. If you sign up one's and change your mobile can never use app again. I couldn't remember number I had 3 yrs ago on my last holiday to Bali and because of it I couldn't use my only email 🤯,1,negatif,0
cant login,1,negatif,0
Error apps today,1,negatif,0
"Uninstalled after I found out they have a $10 booking fee, lol",1,negatif,0
Can't use promo after top up and even met min order.,1,negatif,0
Error full,1,negatif,0
"No customer service, drivers don't drop in right location. Absolutely horrible",1,negatif,0
"Driver keeps canceling my gosend order. I spend nearly 7-8 minutes everytime I use gosend just to make sure my order is accepted. Not only I have to unnecessary wait and waste my time, as sometimes they move toward the pick up point, which makes me think my order is all good,but then they cancel it anyway. Very unhelpful and unprofessional. Such a waste of time.",1,negatif,0
"No service quality feedback channel,no standard",1,negatif,0
Someone has been using my account several times. People get a free ride using my account!! There is no way to deactivate my account from the apps. Send a request through the apps but till now no reply😡😡,1,negatif,0
"Super bad, cancel by driver a few times.",1,negatif,0
BEWARE! charge credit or debit card for the full trip amount even though booking has not gone thru yet. cant believe you charge already. never on gojek. how long will you reverse the amount?,1,negatif,0
Very bad experience from ur driver,1,negatif,0
"I am not a new client, but this is ridiculous: my order got cancelled 5 times in a row. I spent more than 20 mins in total just watching the drivers come close then cancel. I am very disappointed in the service.",1,negatif,0
"In the process of registration you can choose phone number of any country, but really you can register it only for local number. Why I should buy local number only because of using your service?",1,negatif,0
"Gofood delivery cost become way more and more expensive today, although only 500m to 1km route its become super expensive now (20k-30k rupiah). Sorry I will not use gofood feature again from today, I only keep using the gopay feature, but not so much too.",1,negatif,0
Drivers won't take App bookings doing cash jobs a trip normally 16 they want. 150,1,negatif,0
"Very poor service quality. Drivers cancel long after accepting rides, then customer services off no help. Re the response ..I already contacted them and not happy with the help I received...much better customer service from Grab or Be.",1,negatif,0
I gave 5 star previously.. But nowadays too many impolite and manipulative gojek driver..,1,negatif,0
Always crash. Wait to long. I will uninstall.,1,negatif,0
fix it,1,negatif,0
"Feature is good, app is improved, the thing making this app bad is their paylater sevices and their fintech are all the same with other.",1,negatif,0
This is the fourth time I've been charge extra ..I've been waiting at my destination for more than 20 min but driver say canot locate me already guide them but still can say canot find me .. I'm very piss off,1,negatif,0
Beware of tapping the wrong payment type,1,negatif,0
"Bad customer service, slow respond with delivery problems, i've received an incomplete item, 3 hours waiting and still no respond",1,negatif,0
My ticket not get response and always reply template answer,1,negatif,0
fake coupon.,1,negatif,0
SUPER TROUBLESOME only can top up gopay but cant even make an order in urgent situation!,1,negatif,0
"Capitalizm at it max! They remove all flexible features for payment (used to be able using gopay and cash, now they remove it) and steadily increase the ""app maintenance fee"". Next on schedule is....gass fee increase or tax increase, hence the price will gone up again. Aaaah...what a wonderfull and softway to take money from customer ;)",1,negatif,0
Getting more expensive 🫰,1,negatif,0
"It is a bad app. On 28 Feb, I book a car from Komoco Motors Alexandra to Downtown East. The app confirm car n price at $48 for the journey. When the car showed up. The driver's phone showed it was my home address which is almost sam vincinity. He made me change my location when originally I had booked for. The fare jump to $64 n I was charged $3/- foe waiting time. I complained to Gojek but no respond. This is a very poor app. System is very screwy..",1,negatif,0
"The double order waiting time is criminal, not to mention how little compensation your company gives to the driver Horrible company practice.",1,negatif,0
I changed my phone number and couldn't changed the number on Gojek. The number was already registered on another account. I contacted support and the reply was that I must change to a different number as that number was already used and I cannot use the number. I am very disappointed with the customer service.,1,negatif,0
The driver is either not moving or stuck in the longest traffic jam in singapore history,1,negatif,0
"You need to update your maps, your latest map always make driver lost",2,negatif,0
"New update is disappointed, better bye bye",2,negatif,0
"For the latest update, i can't update into my device. I use xiaomi redmi note2. For the old version,it's okay..but for this new version,i can't update my app & always not responding. Please fixed this. Thanks",2,negatif,0
"Hi Gojek. You asked me to update the apps, however, I can't update it. It's always said can't install the app. I try to clear the data, but still the same. This is the second time I had difficulties to re-installed your app. Maybe because it's not compatible with my cellphone anymore. I think it's time for me to say goodbye since it will long until I change my cellphone with the new one.",2,negatif,0
App is super slow to open. Takes ages to respond,2,negatif,0
needs to inform drivers of ganjil genap,2,negatif,0
I've sign up for Gojek about a week ago and still stuck at the “You're on the list.. ” page,2,negatif,0
no drivers were found for 2 hours!! get a driver and was about to arrive in 1 min..also cancel!!!!!!seriously!?,2,negatif,0
bad driver. always ask to cancel,2,negatif,0
"After updating the new version, app crashed every time I click on go pulsa and some other services as well. Help",2,negatif,0
Please make an option to turn off push notifications for all promotion. It drives me crazy!,2,negatif,0
delivery fee is very expensive,2,negatif,0
Random drivers picking which is most of the time the most far located driver automatically,2,negatif,0
location decision could be improved greatly,2,negatif,0
Can never get a Gojek ride easily unlike Grab. Poor mannered drivers with lousy attitudes.,2,negatif,0
"Yesterday was second time where GOCAR driver appear to cancel my order, so I order another driver. Turned out the first driver arrived to my pick up point while I already picked up by the second driver. Yes, I lost nothing, indeed. But what about the first driver? I feel bad for them. Was giving GOJEK 5 stars at first. But for those two particular incidents, I gave GOJEK two stars.",2,negatif,0
"you need to be more flexible with the gopay sistem, let us refund/send the money back to our banking account. I topped my gopay cash to buy some internet data apparently the feature is currently available. Now I've wasted money on the app and I rarely use gojek here bc most of the drivers I've seen from using this service weren't as nice.",2,negatif,0
More expensive than Grab and Hyde,2,negatif,0
"I always accidentally ordered another gojek. it's not my will and I don't even know that I ordered it. please fix this, because I keep getting complaints from gojek.",2,negatif,0
Too much promo notification and becoming annoying. There is no way to turn it off,2,negatif,0
customer service is bad,2,negatif,0
"grab is better. There's a lot of promo for grab user haha, nice.",2,negatif,0
the system of driver searching is bad..,2,negatif,0
recently it is very very hard to find driver. i got 2x drivers who didn't fulfill their job but ended my request in app so they got money from my Go-Pay. i complaint but at first they defended the driver. speechless service on Go-Jek recently. hopefully it will be back as the previous one,2,negatif,0
"top up gopay with m-banking, successful, but the amount still the same in the app. Bug?",2,negatif,0
Tried to change my phone the app keeps on sending error message 😏,2,negatif,0
"I use this especially for food delivery. The app is good enough, except that I cannot turn off unwanted and annoying notifications and delete messages in inbox.",2,negatif,0
"driver's location always changed (more far) compared to the first location they found. I don't know whether they use fake loc app. ordered gofood many times and location not changing, very hard to track the driver especially when they got lost, I don't know how to give directions because their location still on the restaurant. this is the last time I ordered gofood, my drink spilled everywhere withouth him saying anything..",2,negatif,0
"Dear Gojek, Please reduce your price, it is too expensive for me as student to pay 9k If I go from my studio to my campus in distance not more than 1 km.. please hear us , as a low-middle class customer. Best regards, Thank you",2,negatif,0
i don't mind if go ride price getting more expensive. but why u guys make go-point an expired time 😓. We just saving the points just to get the pixel phone.,2,negatif,0
"No feature to save home address, work address and favorite destination ....quite troublesome when making order ... can be improved a lot .. !!!",2,negatif,0
omg server bad,2,negatif,0
I can't use paylater,2,negatif,0
payment method using gopay always error,2,negatif,0
my gopay always error when i gonna use,2,negatif,0
server always busy hmm,2,negatif,0
your driver always cancel the trip,2,negatif,0
pay later is very bad....transaction @30 june innthe morning...they charged 12.500. only in 4 hours,2,negatif,0
bad cash back gp pay...bad upgrade ...taking picture always blurr..bad software.,2,negatif,0
"Why the app MUST determine the gps location of my phone when the app is launched? When in indoor, it'll take a very long time. The app should allow us an option to key in the pick up point. The other app is better in this regard...",2,negatif,0
Error after update & crash app,2,negatif,0
"Dear Gojek, please make your server more stable, lots of drivers sitting nearby but it keeps on loading finding drivers. GoRide, when I already click cancel, its still ongoing order on the driver, and the driver get mad at me because of it. This happen at night, does the server often down around 10p.m? GoCar, it's written order accepted by the driver, but I wait and chat, and the driver doesn't move or even giving any respond. Such a waste of time, risky when we're going to airport.",2,negatif,0
I think it would be good for gojek to put additional information related to gofood about halal or non halal food..,2,negatif,0
"Dear Gojek Management. Sorry to say, gojek fare now is very expensive, no difference with other conventional provider, nothing special, no more intresting, now even worst. Why gojek don't maintain the fare like previous? Very dissapointed! Please reduce down the fee again like before, soon or later public will turn their opinion to use again conventional provider service, believe or not! Gojek management must consider what benefit & advantage customer/public will get by gojek service? Thanks.",2,negatif,0
"bug on Go food near me section,every 10 resto, they will also repeating show 10 first result search. super annoying, lot of restaurant not show up,eventho it show up before i close app minute ago. please make thw search table rotateble, i have problem with my screen so since the app locked rotation,i cant search manually at all",2,negatif,0
"Cannot use my preffered e-mail address. It says ""e-mail already taken"".",2,negatif,0
everything is good except the address finders. this app cannot recognize my address. very bad.,2,negatif,0
How to be a driver? I want to be a driver.,2,negatif,0
Way too many unrelated push notifications and no option to customise which notification I would like to receive. I get 6-8 ads notification from Gojek per day without any way to turn them off selectively.,2,negatif,0
"I have problem to set up my address, gojek satelite can't find it. Sometimes driver not see note on chat, than thy anggry with me",2,negatif,0
Not in time...take long time to reach location,2,negatif,0
"Is bca oneklik error? I top up my gopay, but it didn't go through...",2,negatif,0
To much notification and can't set it up,2,negatif,0
Too many admin fee. I no longer use gojek service except to keep track on my resto's rate,2,negatif,0
"I dont know why everytime i use goride, i kept getting driver that far from me.",2,negatif,0
Apps great. Easily find driver but never come. In the end cancel..!,2,negatif,0
Pls update the driver location as the driver on the map is not accurate there is a delay for about a few minutes.,2,negatif,0
"After the trip never got my e receipt. Too slow, been calling the help line also nothing happen.",2,negatif,0
"Always crashed whenever I open the app.. have to update it all the time, but that doesn't mean the crash stopped",2,negatif,0
"More options of delivery on online shop like tokopedia. I recomend GOBOX for delivery orders on tokopedia for sending more bigger things like aquarium, tv, or any massive things that needs a car instead a motorcycle !",2,negatif,0
"USED TO BE AMAZING... now.. felt so hard to get driver, driver often ask to cancel or just not answering at all, the app often choose the furthest route or even unknown road so the price increase significantly, and.. the GO-points that used to offer many things now truly discouraging by limiting the choice of the voucher (1-3 choice per day & we can only buy 4 of the same per month) which is so bad in value right now.. and it even more enraging right now that choices don't even load at all..",2,negatif,0
Given vouchers disappear before expiry of valid date. Not sincere on giving voucher.,2,negatif,0
"New features was annoying meet with the first driver on the spot by 6 code is useless, waiting too long I've cancelled 2x",2,negatif,0
"It is usually a good alternative when other ride sharing apps post higher fares. A few really show-stopping problems: 1. Not certain what matching algorithm is used. There is literally never a car within a 5min ETA range. And even then, cars almost always take longer than ETA to arrive. 2. Not certain if drivers are penalised when they cancel rides. I've been cancelled more than once on the same day, and there is no provision for a follow-up ride with shorter ETA. That should not be the case",2,negatif,0
"The app keep on hanging, shows the vehicle icon stuck at the very same spot for whole 15mins,but app shows car left 1min to arrive all the while ...",2,negatif,0
"They kept asking for me to permit location, I DID!!! But still asking.. Now i cant order anything because this stupid app think that i have not permit location.. I DID!!!",2,negatif,0
Drivers constantly canceling bookings while halfway to my location i went throught 6 different drivers and all of then cancelled halfway for no reason and wasted around 20mins of my time,2,negatif,0
"Mistakes in the map, with result that the drivers arrive to late",2,negatif,0
"The thing I hate the most about gojek (compared to the competitor), is they often give me a detour direction rather than actual-common-road. when i should only taken 5 minutes to go to station near my home, they give me extra 10 mins by using road that i will never use. Please fix you map or give us feature to choose which road we want to take.",2,negatif,0
Why does the point expired? got reset on december some of the voucher also only work like 1 per month it almost doesnt serve any purpose anymore. I have been saving points like 2 years ago BOOM the points i gather up till like 8 k were gone,2,negatif,0
"This apps is broken!!! To many bugs, not even my hand had enough to count the bugs! Can't send a picture? What a pain! Your competitors got this ages ago!",2,negatif,0
"I've cancelled my ride, but in the driver's app, I haven't cancelled it. Therefore, the driver still picked me up. While in the other hand, I've ordered for another ride. Please fix this as soon as possible.",2,negatif,0
I have like send like two or more different kinds of complaints in Gofood but I haven't yet until now received the confirmation or the handling of the cases,2,negatif,0
"Justice and equality are valued nowadays, so let me fight for mine. Just ordered a taxi and car this afternoon, the first driver accepted. He's on his way, then. Halfway through he asked me my detailed address and asked to cancel because it's the opposite of his home. So I cancelled my order. I ordered again, get the same driver hence I cancelled. I tried the taxi but no one's picking up, I cancelled again. You know what I got? My account got suspended.",2,negatif,0
"I'm a loyal gojek customer since 2013. I use gojek for transport, food and gosend. I get excited to try new gojek feature called ""Pay Later"". I've been register for several times but didn't get the pass. I use gofood for almost everyday and still don't get the pass? You kidding? Isn't that called loyal customer you said? I felt really disappointed actually, so now, I decide to #uninstall it. Thanks",2,negatif,0
route maps not accurate. the app gave me route that not match and made the route so far away. the price now so expensive,2,negatif,0
"I cancelled a car the second I got one since my mother told me to cancel it. We got charged the full price of the ride. This is kinda crazy, just charge us like 3 dollars not the whole dang ride!!.",2,negatif,0
"By the Gods, for crying out loud, my account EVEN freezes after reporting few unmoving drivers that doesn't even move from their main location, like at ALL. I'm unable to go home from school for 1 hour and a half due to such delay! I'm leaving the ratings at 2 stars until you Devs fix this.",2,negatif,0
"In GOJEK's app I can't find feature to send my complaint and my feedback about GOJEK's services. I have just found that I cannot find fresh market emerald Bintaro and Hero emerald Bintaro with GOJEK go ride, so I cannot check its tariff from the pick up point to those places. I can't check tariff when I am at the place that is very far from the pick up point and destination point.",2,negatif,0
After update its crash !!!,2,negatif,0
maps error,2,negatif,0
Why i dont get tokens anymore?,2,negatif,0
Points cant be played or added,2,negatif,0
"I dont get any token. Token option is missing. The points is wastefull because the expired date. Can it be permanent? Usually i got a few voucher for goride or gocar or both, but now only gofood voucher with high minimum puchasing so i cant use it.",2,negatif,0
"No improvement in the route, that take to deliver food (go food), always pick/choose the longest distance. And the charge is Very Expensive! Fix it!",2,negatif,0
Costumer service slow respond and cannot to be chat for a few times. My Gopay gone,2,negatif,0
Keeping upgrate... so annoying,2,negatif,0
Price is high now. If lower will Gojek back.,2,negatif,0
"I can't remove my paylater access, I don't want to see it. Please help facilitate this.",2,negatif,0
"Don't see how can i filter for halal food or not, when i type halal in search oh wow its still have list of pork content food too",2,negatif,0
"So helpfull..but I change my star rate, I drop it down to two star because somehow I always get a driver, especially when i used gocar, with a distance within 15-18 minute..its just too long..and too often..are you somekind have a short list off driver or what??..",2,negatif,0
"UI not responsive, often needs slow loading after pressing each button. No clearly separated notification channels (some ads still comes from non-promotional notification channel) means cannot filter notification ads from useful notifications. No app shortcuts to go directly to specific app sections (like Go-Food, Go-Ride, etc) which can be helpful to skip some of the loading.",2,negatif,0
Error,2,negatif,0
"The newly updated one is too confusing, layered, and is not appealing at all. It's not user friendly and eyes friendly. Totally looks outdated.",2,negatif,0
"Performance loading app versi terbaru kurang responsive, loading splash screen lama dan dibagian homepage sering lag terutama ketika akses main navigation yang baru. Mohon diperbaiki atau rollback ke versi sebelumnya. Terima kasih 🙏",2,negatif,0
the updates makes this app not working properly. turn back to the old Ul,2,negatif,0
I can't even install the app,2,negatif,0
This aplication is too easy down,2,negatif,0
I don't like this version,2,negatif,0
"Awesome app, tapi saya bingung buat matiin push notification terkait promo dan iklan, it is very disturbing and annoying, gimana cara matiin notifikasi nya ya?",2,negatif,0
"Still not satisfied with its customer service, but eh at least your app are getting better. However, why do you separate driver's tip from order receipt? I can't be sure if it is successfull after i give one. Hence, have to double check gopay transaction history.",2,negatif,0
Gps locates a completely different location from the saved location. After the order is completed the gps then locates the correct ones. It happens a lot,2,negatif,0
"app gojek error hari ini, gak bisa di scrool ke bawah,. nge hank, uninstal trus instal lagi ttp aja",2,negatif,0
Ok,2,negatif,0
"Please bring back the older version of go food, where we can search food based on the food, not the restaurant. And the glitch, please do fix it. The apps always forced close. The UI is quite confusing as well.",2,negatif,0
"App kept opening on its own even after i force closed the app, seemingly tracking my location though that is an requirement for the use of the app is abit suspicious given that it keeps opening on its own without any prompting or opening the app.",2,negatif,0
"1. Can't apply the voucher. Click use voucher, proceed to choose menu then click order - voucher disappeared. USELESS! Baemin is very easy. This is complicated.",2,negatif,0
"Upgraded to plus. Can't use Paylater. The Update now, no update available. what's wrong?",2,negatif,0
"The app seems promising and I really wanted to give it a try. Unfortunately, it fails to do one essential thing ; delivering my food. I have been trying to place an order for hours constantly. it seems like their drivers are non existent.So I tried to contact a customer service but there's no way I could reach them at all. I'm sorry I will have to stick to other food delivery apps.",2,negatif,0
"Too many notifications, please tone it down a bit. Bad UI, the later version looks better.",2,negatif,0
"The Gofood used to be good, but now it sucks. The gps likes to malfunction, once i ordered gojek, and my location was off by 20KM. And i had already turned my location on. When i went downstairs. It said gojek is on the way. And i waited for almost 30 min downstairs.😡😡😡😡😡😡😡😡😡😡",2,negatif,0
"The UI is too sophisticated, I don't know how to find the gobill menu or even look for the order history. I'm not even 30 yet. What if your grandma wanted to order some food? She'd just go ""funk this ship, Imma ask my grandson to drive me there!"" (PSBB weh, Nek...)",2,negatif,0
can't use it..server always busy since upgrade,2,negatif,0
"Recently the app was really excruciatingly buggy like a HOT MESS. 1) [FIXED] It crashes every a couple of seconds. 2) GoFood promo didn't count on checkout. 3) Frustrating swipe left/right at main page (always accidentally scrolling vertical). 4) Inconsistent scaling everytime I opened the app. Gojek used to be my favorite app and service, even a ""go to"" when I need something done quickly. But now look how bad it is.",2,negatif,0
I can not transfer to my bank,2,negatif,0
"Used to be good and easy to use. Now when you need to cancel the order and it is not even my own willing, but the driver's willing, we need to call Gojek customer and we are the one paying for the phone charge.",2,negatif,0
Good idea poorly manage,2,negatif,0
"Hate the latest UI, fancy but not functioning. And gave me errors almost all the time, heavy & lagging",2,negatif,0
"Wont let me order food. Keeps saying there are no drivers nearby, or taking me to wait 30 seconds. Then when I do wait, it continues with ""no drivers""",2,negatif,0
I've been using this application since junior high school but the day after day the prices that are installed are getting less and less reasonable. I really hate this,2,negatif,0
"Good app to order food,but can't remove unavailable food in cart",2,negatif,0
Please remove GO-NEWS. It's unnecessary to feature such thing in an online transport app. Also the fake missed calls notification are dumb.,2,negatif,0
"Steer clear of this app outside major cities. The drivers in places like Bali prefer to take the weekend off, even if they are supposedly cash strapped from covid. Much better to talk to the Facebook groups and hire out a driver for the time you're there.",2,negatif,0
Can't disable promotions notification,2,negatif,0
"Before this, I had great time with gojek. But until today, I had bad experience in order go food, I decided to choose uninstall it. I AM SORRY. Its time to say goodbye. Thank you for the long journey. I am tired to explain, it just, its bad. Thank you.",2,negatif,0
1. Cannot define my home's address while Grab can. 2. Don't see any icon or button to add more payment methods. It requires me to swipe left to et default for my current one. Too stupid!,2,negatif,0
"Why would you have additional Rp2.000 fee if you order stuffs below Rp20k? That's just plain stupid, it used to be better. It doesn't encourage us to order more, it does the opposite. I am more than reluctant to order anything since this update",2,negatif,0
"i accidentally ordered an item no longer on the menu, the cart said to remove the it but when i tried to do so i couldnt remove it, i tried to log out and go back in and it still didnt work",2,negatif,0
i can't even register,2,negatif,0
"Join GoClub to become ""Anak Sultan"". Is it indicate only certain religion can join? It's shows racism.",2,negatif,0
"Seems functional but not suitable for non Vietnamese speakers. The high level app functions are in English but all the food menus, order details and offers/promos and notifications are in Vietnamese so it's difficult to use or know what's happening.",2,negatif,0
Please help me...I can't reinstall the gojek app since yesterday's new update. The app was suddenly gone and I can't reinstall it up until now. I have added my gopay 2 days ago. What happens?,2,negatif,0
"Disasterous aplication good for customer usage very bad coverage and protection for 'worker' drivers alike, a very shame in this mid-digital era, another failure of android application",2,negatif,0
The application size is very large. It takes so many place in my device storage. I need Gojek lite!,2,negatif,0
The application always close itselft in one minute. I already uninstall and install but the result still same.,2,negatif,0
now it's hard to find driver when you ordering go food.,2,negatif,0
Why the app keeps autochanging my location?? This is very irritating.. N lead to wrong delivery address,2,negatif,0
Poor,2,negatif,0
"This system is garbage, it keeps on insisting to rate driver even after 24 hrs has passed. I end up continually tipping drivers undeserving of tips, at times ending up paying extra all the time. Get with it gents, enough of your cutie openings during updates. This app is causing me unnecessary extra payments., with no recourse of having it returned by you all. Fix this. Already more then 100k out for undeserving drivers. INTERNET STABLE, LATEST APPLICATION VERSION. GO SEND KEEPS RESETING. FIX!",2,negatif,0
Why i cant download gojek,2,negatif,0
"cannot login via sms. i am using galaxy s21 ultra and currently in thailand. when i try to login using sms, it says cannot pinpoint my location correctly and when i select thailand. it just stuck there. please fix the issue.",2,negatif,0
"Cant sign in with updated app, it tells i dont have any internet, which my internet is fine",2,negatif,0
